접수연도,자치구코드,자치구명,법정동코드,법정동명,지번구분,지번구분명,본번,부번,건물명,계약일,물건금액(만원),건물면적(㎡),토지면적(㎡),층,권리구분,취소일,건축년도,건물용도,신고구분,신고한 개업공인중개사 시군구명
2024,11440,마포구,10500,용강동,1,대지,380,0,마포용강삼성래미안,20240118,115000,59.99,0,9,,,2003,아파트,중개거래,서울 마포구
2024,11500,강서구,10600,내발산동,1,대지,670,36,진성빌라,20240118,22900,55.66,24.05,3,,,2000,연립다세대,직거래,
2024,11530,구로구,10700,개봉동,1,대지,47,1,건영,20240118,40000,84.41,0,18,,,1994,아파트,중개거래,서울 구로구
2024,11215,광진구,10500,자양동,1,대지,664,25,삼익플라주,20240118,47000,34.44,23.84,2,,,2023,연립다세대,중개거래,서울 광진구
2024,11320,도봉구,10600,방학동,1,대지,396,14,(396-14),20240118,10500,39.39,29.66,1,,,1986,연립다세대,중개거래,서울 도봉구
2024,11470,양천구,10100,신정동,1,대지,733,53,드어반 트라움,20240118,28000,52.36,66.6,5,,,null,오피스텔,중개거래,"서울 영등포구, 서울 중랑구"
2024,11260,중랑구,10600,신내동,1,대지,785,0,건영2차,20240118,53500,57.3,0,7,,,1996,아파트,중개거래,서울 중랑구
2024,11440,마포구,10200,공덕동,1,대지,371,0,공덕1삼성래미안,20240118,129000,84.94,0,6,,,1999,아파트,중개거래,서울 마포구
2024,11380,은평구,10400,갈현동,1,대지,529,32,스마트시티,20240118,29000,55.06,30.65,3,,,2011,연립다세대,중개거래,서울 은평구
2024,11710,송파구,11200,오금동,1,대지,82,5,까멜리아,20240118,30000,45.66,27.79,3,,,2012,연립다세대,중개거래,서울 송파구
2024,11230,동대문구,10500,답십리동,1,대지,1013,0,래미안미드카운티,20240118,123000,84.99,0,20,,,2019,아파트,중개거래,서울 동대문구
2024,11380,은평구,10900,신사동,1,대지,26,30,다베로(26-30),20240118,49600,50.09,35.9,3,,,2023,연립다세대,직거래,
2024,11110,종로구,16800,동숭동,1,대지,2,15,보석빌라트,20240118,26500,40.05,14.05,4,,,2001,연립다세대,중개거래,서울 성북구
2024,11230,동대문구,10900,휘경동,1,대지,372,0,휘경SK뷰,20240118,104500,84.59,0,19,,,2019,아파트,중개거래,서울 동대문구
2024,11140,중구,16200,신당동,1,대지,414,8,유베이스빌,20240118,51000,44.29,28.36,4,,,2019,연립다세대,중개거래,서울 중구
2024,11545,금천구,10200,독산동,1,대지,333,24,중앙아파트,20240118,22000,35.61,0,3,,,1989,아파트,중개거래,서울 금천구
2024,11500,강서구,10200,등촌동,1,대지,78,7,길훈엔트런스빌,20240118,16000,27.29,40.42,10,,,2004,오피스텔,중개거래,서울 강서구
2024,11380,은평구,10900,신사동,,,,,,20240118,30000,49.62,89,,,,1977,단독다가구,중개거래,서울 양천구
2024,11305,강북구,10100,미아동,1,대지,837,724,홍익그린빌,20240117,24000,76.49,33.61,3,,,2003,연립다세대,중개거래,서울 강북구
2024,11740,강동구,10600,둔촌동,1,대지,30,4,현대1차아파트,20240117,101000,84.36,0,9,,,1984,아파트,중개거래,서울 강동구
2024,11740,강동구,10500,길동,1,대지,371,9,다성이즈빌,20240117,53000,69.98,0,6,,,2003,아파트,중개거래,서울 강동구
2024,11305,강북구,10100,미아동,1,대지,215,141,드림캐슬(215-141),20240117,29500,29.99,20.46,5,,,2016,연립다세대,중개거래,서울 강북구
2024,11380,은평구,11400,진관동,1,대지,100,2,은평뉴타운 신한 헤센스마트,20240117,10500,20.04,32.2,8,,,2017,오피스텔,중개거래,서울 은평구
2024,11500,강서구,10300,화곡동,1,대지,1037,35,보신쉐르빌A동,20240117,23000,43.05,20.69,2,,,2002,연립다세대,중개거래,서울 강서구
2024,11620,관악구,10100,봉천동,1,대지,178,241,178-241,20240117,31500,59.12,38.8,4,,,2016,연립다세대,중개거래,서울 관악구
2024,11380,은평구,10200,녹번동,1,대지,95,9,(95-9),20240117,19000,33.72,23.2,-1,,,1986,연립다세대,직거래,
2024,11230,동대문구,10300,제기동,,,,,,20240117,31500,45.09,101.7,,,,1950,단독다가구,직거래,
2024,11320,도봉구,10600,방학동,1,대지,496,0,벽산아파트2,20240117,42500,59.58,0,7,,,1998,아파트,중개거래,서울 도봉구
2024,11380,은평구,10300,불광동,1,대지,76,17,금남빌라,20240117,23500,35.48,22.83,2,,20240130,1991,연립다세대,중개거래,서울 은평구
2024,11470,양천구,10300,신월동,1,대지,1022,0,벽산블루밍1단지,20240117,62000,59.95,0,6,,,2003,아파트,중개거래,"서울 성동구, 서울 양천구"
2024,11620,관악구,10100,봉천동,1,대지,1718,0,벽산블루밍,20240117,65750,59.99,0,16,,,2005,아파트,중개거래,서울 관악구
2024,11380,은평구,10300,불광동,1,대지,442,7,호안빌(442-7),20240117,25800,25.78,22.87,5,,,2016,연립다세대,중개거래,서울 은평구
2024,11500,강서구,10900,방화동,1,대지,796,0,신동아,20240117,68000,84.81,0,9,,,1995,아파트,중개거래,서울 강서구
2024,11740,강동구,10200,고덕동,1,대지,312,0,배재현대,20240117,112000,84.9,0,19,,,1995,아파트,중개거래,서울 강동구
2024,11320,도봉구,10600,방학동,1,대지,720,18,방학동삼성래미안1,20240117,100000,134.98,0,8,,,2002,아파트,중개거래,서울 도봉구
2024,11530,구로구,10800,오류동,1,대지,47,24,(47-24),20240117,9500,20.4,29.61,12,,,2017,오피스텔,중개거래,서울 구로구
2024,11260,중랑구,10500,망우동,1,대지,426,31,(426-31),20240117,21300,38.34,22.46,2,,,2004,연립다세대,중개거래,서울 중랑구
2024,11440,마포구,10400,도화동,1,대지,556,0,에스케이허브그린,20240117,29000,38.51,50.59,16,,,2005,오피스텔,중개거래,서울 마포구
2024,11500,강서구,10300,화곡동,1,대지,1041,18,에스케이파크리움101동102동,20240117,38500,29.95,18.27,3,,,2022,연립다세대,직거래,
2024,11260,중랑구,10100,면목동,1,대지,179,12,미소빌리지(179-12),20240117,30000,40.96,26.88,2,,,2015,연립다세대,중개거래,서울 중랑구
2024,11500,강서구,10300,화곡동,1,대지,1036,1,미소빌,20240117,25500,25.96,15.63,3,,,2018,연립다세대,중개거래,서울 강서구
2024,11410,서대문구,11700,연희동,,,,,,20240117,85000,78.68,192,,,,1991,단독다가구,중개거래,"서울 마포구, 서울 서대문구"
2024,11305,강북구,10100,미아동,1,대지,1353,0,에스케이북한산시티,20240117,59700,59.98,0,15,,,2004,아파트,중개거래,서울 강북구
2024,11290,성북구,11700,동선동2가,,,,,,20240117,90558,52.89,135.2,,,,1945,단독다가구,직거래,
2024,11140,중구,16200,신당동,1,대지,160,5,신당아르브,20240117,15900,21.31,33.52,9,,,2014,오피스텔,중개거래,서울 중구
2024,11440,마포구,12000,서교동,1,대지,347,2,(347-2),20240117,29500,36.74,39.56,-1,,,1991,연립다세대,중개거래,서울 마포구
2024,11740,강동구,10300,상일동,1,대지,329,4,(329-4),20240117,20000,48.06,21.04,1,,,1993,연립다세대,중개거래,서울 강동구
2024,11380,은평구,10700,응암동,1,대지,770,0,힐스테이트녹번역,20240117,119000,84.99,0,13,,,2022,아파트,중개거래,서울 은평구
2024,11620,관악구,10100,봉천동,1,대지,29,22,(29-22),20240117,8500,13.44,18.76,7,,,2003,오피스텔,중개거래,서울 관악구
2024,11470,양천구,10100,신정동,1,대지,329,0,목동신시가지14,20240117,118200,55.02,0,9,,,1987,아파트,중개거래,서울 양천구
2024,11560,영등포구,13200,신길동,1,대지,4518,0,우성2,20240117,80000,64.4,0,13,,,1986,아파트,중개거래,서울 영등포구
2024,11170,용산구,12400,한강로1가,1,대지,50,1,용산파크자이,20240117,37500,33.6,45.92,13,,,2005,오피스텔,중개거래,서울 용산구
2024,11680,강남구,11400,일원동,1,대지,615,0,우성7,20240117,145000,84.06,0,4,,,1987,아파트,중개거래,서울 강남구
2024,11500,강서구,10300,화곡동,1,대지,986,17,힐하우스,20240117,21700,45.86,22.71,6,,,2011,연립다세대,직거래,
2024,11140,중구,14500,광희동1가,1,대지,89,1,광희동금호트윈 오피스텔,20240117,14000,29.88,42.35,8,,,1999,오피스텔,중개거래,서울 중구
2024,11500,강서구,10100,염창동,1,대지,280,0,극동상록수,20240117,88900,84.96,0,17,,,1999,아파트,중개거래,서울 강서구
2024,11140,중구,15400,오장동,1,대지,145,1,오렌지카운티을지로,20240117,17900,20.95,33.36,2,,,2020,오피스텔,직거래,
2024,11590,동작구,10700,사당동,1,대지,169,8,대림(169-8),20240117,105000,84.91,0,6,,,1990,아파트,중개거래,서울 동작구
2024,11290,성북구,13900,석관동,1,대지,332,381,스카이빌2차,20240117,25500,15.1,10.95,3,,,2022,연립다세대,직거래,
2024,11290,성북구,13300,정릉동,1,대지,727,2,숲속정원,20240117,21000,46.64,52.64,1,,,2017,연립다세대,중개거래,서울 성북구
2024,11410,서대문구,11800,홍은동,1,대지,22,0,유원,20240117,40750,64.26,0,5,,,1987,아파트,중개거래,서울 서대문구
2024,11500,강서구,10300,화곡동,1,대지,1165,0,강서힐스테이트,20240117,95000,59.99,0,12,,,2015,아파트,중개거래,서울 강서구
2024,11260,중랑구,10100,면목동,1,대지,1343,1,공간행복,20240117,18000,26.79,18.11,1,,,2012,연립다세대,중개거래,서울 광진구
2024,11530,구로구,11000,온수동,1,대지,5,13,수림빌라(5-13),20240117,27000,84.12,52.75,4,,,1995,연립다세대,중개거래,서울 구로구
2024,11560,영등포구,12700,양평동3가,1,대지,16,0,양평동우림 이 비지센타,20240117,16000,30,41.08,14,,,2003,오피스텔,중개거래,서울 영등포구
2024,11710,송파구,11400,마천동,1,대지,582,0,송파파크데일1단지,20240117,90000,84.86,0,11,,,2011,아파트,중개거래,서울 송파구
2024,11650,서초구,10800,서초동,1,대지,1506,87,코지밸리(A),20240117,89500,84.98,49.15,5,,,2003,연립다세대,중개거래,서울 서초구
2024,11530,구로구,10200,구로동,1,대지,1288,0,대우스위트힐,20240117,19900,24.4,15.78,2,,,2018,연립다세대,중개거래,서울 구로구
2024,11200,성동구,10200,하왕십리동,1,대지,1070,0,센트라스,20240117,134000,59.94,0,8,,,2016,아파트,중개거래,서울 성동구
2024,11350,노원구,10300,공릉동,1,대지,81,0,태강아파트(아이파크),20240117,45000,49.6,0,15,,,1999,아파트,중개거래,서울 노원구
2024,11680,강남구,10100,역삼동,1,대지,825,20,강남역 센트럴 푸르지오 시티,20240117,26900,20.78,27.86,5,,,2015,오피스텔,중개거래,서울 서초구
2024,11350,노원구,10300,공릉동,1,대지,758,0,태릉해링턴플레이스,20240117,75000,59.98,0,14,,,2022,아파트,중개거래,서울 노원구
2024,11590,동작구,10200,상도동,1,대지,236,9,강남빌(236-9),20240117,32000,51.28,29.94,3,,,2014,연립다세대,중개거래,서울 동작구
2024,11260,중랑구,10300,중화동,1,대지,413,14,성우그린맨숀(B동),20240117,11900,34.87,19.28,3,,,1997,연립다세대,중개거래,서울 중랑구
2024,11350,노원구,10200,월계동,1,대지,941,0,성북역신도브래뉴,20240117,63300,84.84,0,10,,,2005,아파트,중개거래,서울 노원구
2024,11590,동작구,10200,상도동,1,대지,22,58,예서빌라,20240117,15500,33.93,24.25,-1,,,1992,연립다세대,중개거래,경기 고양덕양구
2024,11470,양천구,10200,목동,1,대지,641,9,태영블루빌,20240117,22800,47.33,21.01,3,,,2002,연립다세대,중개거래,서울 강서구
2024,11110,종로구,10900,누상동,1,대지,166,204,선우하이빌,20240117,38500,58.62,36.25,1,,,2003,연립다세대,중개거래,"서울 성동구, 서울 종로구"
2024,11140,중구,16200,신당동,1,대지,842,0,약수하이츠,20240117,126500,84.88,0,16,,,1999,아파트,중개거래,서울 중구
2024,11410,서대문구,11700,연희동,1,대지,218,1,연희체스트빌,20240117,12000,16.83,21.94,5,,,2005,오피스텔,중개거래,서울 서대문구
2024,11545,금천구,10100,가산동,1,대지,776,0,가산대명벨리온,20240117,11000,16.61,25.8,10,,,2017,오피스텔,중개거래,서울 금천구
2024,11740,강동구,10500,길동,1,대지,350,3,더힐스빌,20240117,31500,29.96,13.19,7,,,2020,연립다세대,중개거래,서울 강동구
2024,11200,성동구,10700,행당동,1,대지,380,0,서울숲리버뷰자이,20240117,189500,108.82,0,2,,,2018,아파트,중개거래,서울 성동구
2024,11620,관악구,10200,신림동,1,대지,316,62,서울대벤처타운역 푸르지오,20240117,82415,84.98,0,10,입주권,20240117,0,아파트,직거래,
2024,11215,광진구,10100,중곡동,1,대지,613,6,샤인빌15차,20240117,33500,42.59,26.55,4,,,2016,연립다세대,직거래,
2024,11650,서초구,10100,방배동,1,대지,424,28,롯데캐슬아르떼,20240117,200000,84.91,0,4,,,2013,아파트,중개거래,서울 서초구
2024,11530,구로구,10200,구로동,1,대지,108,2,새솔금호,20240117,52000,59.9,0,14,,,1996,아파트,중개거래,"서울 구로구, 서울 서초구"
2024,11410,서대문구,11400,신촌동,1,대지,52,3,플로렌스힐C,20240117,52000,60.52,86.19,3,,,2017,연립다세대,직거래,
2024,11710,송파구,11100,방이동,1,대지,47,7,피스티오피스텔,20240117,30000,25.27,38.03,14,,,2022,오피스텔,직거래,
2024,11680,강남구,10400,청담동,1,대지,4,1,피엔폴루스,20240117,390000,138.56,189.85,19,,,2007,오피스텔,중개거래,"경기 광명시, 서울 강남구"
2024,11680,강남구,10400,청담동,1,대지,4,1,피엔폴루스,20240117,390000,138.56,189.85,19,,,2007,오피스텔,중개거래,"경기 광명시, 서울 강남구"
2024,11260,중랑구,10400,묵동,1,대지,378,0,한국,20240117,62000,84.99,0,13,,,1999,아파트,중개거래,서울 중랑구
2024,11170,용산구,13000,이태원동,1,대지,131,10,한남YHA동,20240117,50000,29.54,20.75,3,,,2021,연립다세대,직거래,
2024,11440,마포구,12300,망원동,1,대지,414,85,장미빌라,20240117,34800,58.62,33.94,1,,,1997,연립다세대,중개거래,서울 마포구
2024,11440,마포구,12600,중동,1,대지,82,5,장미빌라,20240117,7000,27,19.48,-1,,,1993,연립다세대,중개거래,서울 마포구
2024,11500,강서구,10100,염창동,1,대지,266,12,한빛어반뉴스토리,20240117,25000,28.69,36.86,6,,,2018,오피스텔,중개거래,서울 강서구
2024,11380,은평구,10300,불광동,1,대지,632,0,남해그린힐,20240117,36900,59.87,0,6,,,2001,아파트,중개거래,서울 은평구
2024,11380,은평구,10600,대조동,1,대지,197,1,유진 아이디움,20240117,13200,17.09,25.42,4,,,2019,오피스텔,중개거래,서울 은평구
2024,11290,성북구,13300,정릉동,1,대지,239,0,정릉풍림아이원,20240117,53500,59.88,0,13,,,2005,아파트,중개거래,서울 성북구
2024,11560,영등포구,13200,신길동,1,대지,90,28,RichenⅢ,20240117,47000,29.85,21.99,2,,,2023,연립다세대,중개거래,서울 영등포구
2024,11290,성북구,10300,돈암동,1,대지,609,1,한신,20240117,64500,68.13,0,8,,,1998,아파트,중개거래,서울 성북구
2024,11560,영등포구,13200,신길동,1,대지,90,28,RichenⅢ,20240117,48000,29.72,21.9,2,,,2023,연립다세대,중개거래,서울 영등포구
2024,11410,서대문구,11900,북가좌동,1,대지,295,37,한신갤러리시그니처,20240117,37000,44.59,29.8,4,,,2018,연립다세대,중개거래,서울 서대문구
2024,11500,강서구,10300,화곡동,1,대지,370,25,OK파크빌5차(370-25),20240117,23500,36.6,23.37,6,,,2017,연립다세대,중개거래,서울 강서구
2024,11470,양천구,10100,신정동,1,대지,1259,0,신트리1,20240117,56000,49.8,0,1,,,1999,아파트,중개거래,서울 양천구
2024,11320,도봉구,10500,쌍문동,1,대지,59,0,한양2,20240117,34000,59.67,0,9,,,1988,아파트,중개거래,서울 도봉구
2024,11530,구로구,10800,오류동,1,대지,340,0,삼천리,20240117,57000,84.75,0,9,,,1998,아파트,중개거래,서울 구로구
2024,11470,양천구,10100,신정동,,,,,,20240117,94000,223.84,97,,,,1994,단독다가구,중개거래,서울 양천구
2024,11320,도봉구,10700,창동,1,대지,549,2,제이드힐,20240117,28000,57.89,36.2,5,,,2022,연립다세대,직거래,
2024,11530,구로구,10800,오류동,1,대지,6,244,J팰리스,20240117,22700,42.82,25.81,2,,,2011,연립다세대,중개거래,서울 구로구
2024,11590,동작구,10700,사당동,1,대지,446,40,럭스빌라,20240117,59000,61.59,54.98,1,,,1988,연립다세대,중개거래,서울 동작구
2024,11710,송파구,10400,송파동,1,대지,95,7,HANYANGLEEPS,20240117,15000,14.5,11.5,3,,,2012,연립다세대,중개거래,서울 송파구
2024,11740,강동구,10100,명일동,1,대지,15,0,삼익그린2차,20240117,98000,54.81,0,7,,,1983,아파트,중개거래,서울 강동구
2024,11680,강남구,11500,수서동,1,대지,708,0,삼익,20240117,117000,49.2,0,6,,,1992,아파트,중개거래,"경기 의왕시, 서울 강남구"
2024,11320,도봉구,10700,창동,1,대지,549,2,제이드힐,20240117,30000,61.36,38.36,2,,20240118,2022,연립다세대,직거래,
2024,11320,도봉구,10700,창동,1,대지,549,2,제이드힐,20240117,30000,62.8,39.26,2,,,2022,연립다세대,직거래,
2024,11320,도봉구,10700,창동,1,대지,549,2,제이드힐,20240117,36000,74.46,46.56,4,,,2022,연립다세대,직거래,
2024,11440,마포구,12700,상암동,1,대지,2,194,DREAMCASTLE,20240117,22500,27.84,15.48,5,,,2018,연립다세대,중개거래,서울 마포구
2024,11440,마포구,12700,상암동,1,대지,2,194,DREAMCASTLE,20240117,22500,18.19,10.12,6,,,2018,연립다세대,중개거래,서울 마포구
2024,11530,구로구,10200,구로동,1,대지,256,1,삼성래미안,20240117,84500,78.67,0,16,,,2004,아파트,중개거래,서울 구로구
2024,11740,강동구,10700,암사동,1,대지,508,0,삼성광나루,20240117,91000,59.69,0,22,,,2002,아파트,중개거래,서울 강동구
2024,11710,송파구,10100,잠실동,1,대지,22,0,리센츠,20240117,94000,27.68,0,20,,,2008,아파트,중개거래,서울 송파구
2024,11530,구로구,10300,가리봉동,1,대지,137,4,삼부르네상스파크빌,20240117,11500,23.66,31.54,6,,,2006,오피스텔,중개거래,서울 동작구
2024,11500,강서구,10300,화곡동,1,대지,400,56,엠펠리체,20240117,27000,35.76,23.57,4,,,2017,연립다세대,중개거래,서울 강서구
2024,11380,은평구,10300,불광동,1,대지,76,17,금남빌라,20240117,23500,35.48,22.83,2,,,1991,연립다세대,중개거래,서울 은평구
2024,11470,양천구,10200,목동,1,대지,720,9,다나네스트빌(720-9),20240117,19200,41.85,27.93,3,,,2007,연립다세대,중개거래,서울 양천구
2024,11500,강서구,10200,등촌동,1,대지,655,27,현대,20240117,72800,84.62,0,12,,,1995,아파트,중개거래,서울 강서구
2024,11305,강북구,10100,미아동,1,대지,1353,0,에스케이북한산시티,20240116,58000,59.98,0,6,,,2004,아파트,중개거래,서울 강북구
2024,11230,동대문구,10700,청량리동,,,,,,20240116,52000,100.22,77.4,,,,1994,단독다가구,중개거래,서울 동대문구
2024,11650,서초구,10800,서초동,1,대지,1507,50,서초퍼스트빌(1507-50),20240116,33000,23.69,17.5,4,,,2014,연립다세대,직거래,
2024,11620,관악구,10200,신림동,1,대지,1735,0,관악산휴먼시아2단지,20240116,62500,84.97,0,3,,,2008,아파트,중개거래,서울 관악구
2024,11650,서초구,10800,서초동,1,대지,1303,35,강남태영데시앙루브,20240116,38000,45.68,60.69,8,,,2005,오피스텔,중개거래,서울 서초구
2024,11440,마포구,12300,망원동,1,대지,520,0,꽃밭선호빌,20240116,30000,27.04,16.56,5,,,2018,연립다세대,중개거래,서울 마포구
2024,11350,노원구,10600,중계동,1,대지,360,2,청구3,20240116,114000,84.77,0,11,,,1996,아파트,중개거래,서울 노원구
2024,11740,강동구,10700,암사동,1,대지,675,0,힐스테이트 강동 리버뷰,20240116,140000,85,0,21,,,2019,아파트,중개거래,서울 강동구
2024,11500,강서구,10900,방화동,1,대지,900,0,에스엠시티,20240116,18800,28.98,18.45,6,,,2015,연립다세대,중개거래,서울 강서구
2024,11350,노원구,10200,월계동,1,대지,930,0,우남그랜드,20240116,65000,84.73,0,5,,,2001,아파트,중개거래,서울 노원구
2024,11380,은평구,10700,응암동,1,대지,115,13,(115-13),20240116,29000,38.41,27.51,1,,,1987,연립다세대,중개거래,서울 강남구
2024,11305,강북구,10300,수유동,1,대지,518,46,(518-46),20240116,21500,68.73,39.31,2,,,2009,연립다세대,직거래,
2024,11740,강동구,10900,천호동,1,대지,291,12,우노펠리스5차,20240116,32100,40.22,24.23,2,,,2020,연립다세대,중개거래,서울 강동구
2024,11500,강서구,10900,방화동,1,대지,841,0,장미,20240116,45000,49.2,0,9,,,1994,아파트,중개거래,서울 강서구
2024,11500,강서구,10300,화곡동,1,대지,900,28,에스타워,20240116,20000,29.86,0,5,,,2017,아파트,중개거래,서울 강서구
2024,11350,노원구,10400,하계동,1,대지,353,0,우방,20240116,68500,104.83,0,11,,,1999,아파트,중개거래,서울 노원구
2024,11740,강동구,10800,성내동,1,대지,194,0,에스케이허브진,20240116,39000,30.26,0,12,,,2004,아파트,중개거래,서울 강동구
2024,11545,금천구,10200,독산동,1,대지,905,31,지오빌,20240116,20500,33.53,22.56,2,,,2013,연립다세대,중개거래,서울 관악구
2024,11380,은평구,10700,응암동,1,대지,767,0,백련산에스케이뷰아이파크,20240116,94300,84.9,0,9,,,2020,아파트,중개거래,"서울 성동구, 서울 은평구"
2024,11560,영등포구,12600,양평동2가,1,대지,1,1,신동아하이팰리스,20240116,40700,72.13,90.79,13,,,2005,오피스텔,중개거래,서울 영등포구
2024,11200,성동구,10900,금호동1가,1,대지,280,0,이편한세상금호파크힐스,20240116,159500,84.96,0,5,,,2019,아파트,중개거래,서울 성동구
2024,11215,광진구,10700,화양동,1,대지,18,9,화양 디펠리체,20240116,19200,20.28,35.17,10,,20240116,2019,오피스텔,중개거래,서울 광진구
2024,11305,강북구,10200,번동,1,대지,410,0,수유역두산위브1,20240116,70000,85,0,2,,,2009,아파트,중개거래,서울 광진구
2024,11740,강동구,10700,암사동,1,대지,494,14,라레빵스암사,20240116,29900,72.66,39.81,5,,,2002,연립다세대,중개거래,서울 강동구
2024,11680,강남구,10100,역삼동,1,대지,727,2,대명벨리온,20240116,17400,17.68,0,5,,,2012,아파트,중개거래,서울 강남구
2024,11200,성동구,10700,행당동,1,대지,147,0,서울숲삼부아파트,20240116,118700,67.92,0,7,,,1998,아파트,중개거래,서울 성동구
2024,11320,도봉구,10700,창동,1,대지,808,0,동아청솔,20240116,64500,59.76,0,16,,,1997,아파트,중개거래,서울 도봉구
2024,11530,구로구,10700,개봉동,1,대지,51,7,성화리치빌2차,20240116,26700,57.16,35.66,3,,,2011,연립다세대,중개거래,서울 구로구
2024,11530,구로구,10200,구로동,1,대지,429,36,우성쉐르빌,20240116,25000,28.99,17,3,,,2013,연립다세대,중개거래,서울 구로구
2024,11470,양천구,10100,신정동,1,대지,966,5,목동엠씨티(신정동966-5외),20240116,30000,29.13,16.79,3,,,2018,연립다세대,중개거래,서울 양천구
2024,11320,도봉구,10500,쌍문동,1,대지,67,9,삼익아트빌라,20240116,12000,38.73,22.19,2,,,1991,연립다세대,중개거래,서울 동작구
2024,11230,동대문구,10600,장안동,1,대지,408,5,거장팰리스,20240116,57000,55.42,32.26,6,,,2022,연립다세대,직거래,
2024,11560,영등포구,13200,신길동,1,대지,4518,0,우성2,20240116,81000,64.4,0,7,,,1986,아파트,중개거래,서울 영등포구
2024,11305,강북구,10300,수유동,1,대지,192,82,태극그린빌,20240116,26000,58.27,27.18,1,,,2000,연립다세대,중개거래,서울 강북구
2024,11680,강남구,10300,개포동,1,대지,13,3,대청타워,20240116,23900,32.86,46.08,7,,,1997,오피스텔,중개거래,서울 강남구
2024,11350,노원구,10300,공릉동,1,대지,725,0,풍림아파트A,20240116,55800,59.94,0,2,,,2001,아파트,중개거래,서울 노원구
2024,11500,강서구,10800,공항동,1,대지,661,10,에코하우스,20240116,20000,28.17,17.53,6,,,2012,연립다세대,중개거래,경기 김포시
2024,11500,강서구,10300,화곡동,1,대지,56,318,우성빌라A동(56-318),20240116,22000,61.17,27.65,1,,,2000,연립다세대,중개거래,서울 강서구
2024,11410,서대문구,11000,북아현동,1,대지,1013,0,e편한세상신촌1단지,20240116,145000,84.98,0,12,,,2018,아파트,중개거래,서울 서대문구
2024,11680,강남구,10800,논현동,1,대지,222,30,모던팰리스,20240116,56500,29.5,20.3,5,,,2021,연립다세대,중개거래,"서울 강남구, 서울 용산구"
2024,11350,노원구,10200,월계동,1,대지,18,0,한진한화그랑빌,20240116,99000,114.97,0,17,,,2002,아파트,중개거래,서울 노원구
2024,11350,노원구,10600,중계동,,,,,,20240116,51800,31,95,,,,1989,단독다가구,직거래,
2024,11530,구로구,10200,구로동,1,대지,429,129,현우아트빌,20240116,36000,62.97,38.23,5,,,2003,연립다세대,중개거래,서울 구로구
2024,11230,동대문구,10600,장안동,1,대지,416,2,슈프림오피스텔,20240116,13000,24.53,30.99,6,,20240126,2012,오피스텔,중개거래,서울 동대문구
2024,11560,영등포구,11500,당산동5가,1,대지,42,0,당산삼성래미안4차,20240116,160000,84.94,0,11,,,2003,아파트,중개거래,서울 영등포구
2024,11590,동작구,10700,사당동,1,대지,311,10,플로렌스,20240116,40000,29.22,27.76,5,,,2017,연립다세대,중개거래,"경기 과천시, 서울 동작구"
2024,11320,도봉구,10500,쌍문동,1,대지,120,2,3차한보빌라,20240116,22300,53.52,25.3,2,,,1991,연립다세대,중개거래,서울 도봉구
2024,11560,영등포구,10500,영등포동4가,1,대지,103,0,영등포 대성 그랑그루,20240116,11000,16.69,22.53,5,,,2012,오피스텔,중개거래,서울 영등포구
2024,11530,구로구,10700,개봉동,1,대지,50,40,별장빌라1동(50-40),20240116,18000,37.44,26.88,1,,,1989,연립다세대,중개거래,서울 구로구
2024,11710,송파구,10200,신천동,1,대지,7,0,장미1,20240116,195000,82.45,0,12,,,1979,아파트,중개거래,서울 송파구
2024,11440,마포구,12300,망원동,1,대지,479,71,삼성캐슬,20240116,33000,29.58,21.32,4,,,2015,연립다세대,중개거래,서울 마포구
2024,11680,강남구,10500,삼성동,1,대지,158,4,삼성역 두산위브센티움,20240116,25400,27.88,37.19,5,,,2003,오피스텔,중개거래,서울 강남구
2024,11740,강동구,11000,강일동,1,대지,684,0,강일리버파크6단지,20240116,87500,84.74,0,3,,,2009,아파트,중개거래,서울 강동구
2024,11260,중랑구,10600,신내동,1,대지,650,0,신내6대주,20240116,40000,39.84,0,5,,,1996,아파트,중개거래,서울 중랑구
2024,11290,성북구,10300,돈암동,1,대지,15,1,돈암동삼성,20240116,70000,84.59,0,23,,,1999,아파트,중개거래,서울 성북구
2024,11320,도봉구,10700,창동,,,,,,20240116,57000,81.98,136,,,,1976,단독다가구,중개거래,서울 도봉구
2024,11680,강남구,11100,세곡동,1,대지,579,0,강남엘에이치1단지,20240116,119000,59.89,0,14,,,2013,아파트,중개거래,서울 강남구
2024,11260,중랑구,10200,상봉동,1,대지,121,18,대호하이츠,20240116,25000,48.54,24.83,2,,,2003,연립다세대,직거래,
2024,11350,노원구,10300,공릉동,1,대지,404,3,건영아파트,20240116,50000,59.94,0,10,,,1998,아파트,중개거래,서울 노원구
2024,11620,관악구,10200,신림동,1,대지,599,21,대연하이빌(599-21),20240116,35500,65.51,36.83,2,,,2008,연립다세대,중개거래,서울 관악구
2024,11740,강동구,10600,둔촌동,1,대지,170,1,올림픽파크 포레온,20240116,191132,84.99,0,16,입주권,,0,아파트,중개거래,서울 강동구
2024,11740,강동구,10800,성내동,1,대지,48,6,힐스테이트 천호역 젠트리스,20240116,102000,84.84,0,33,분양권,,0,아파트,직거래,
2024,11260,중랑구,10200,상봉동,1,대지,484,0,"엘지,쌍용아파트",20240116,54000,68.12,0,11,,20240126,1996,아파트,중개거래,서울 중랑구
2024,11380,은평구,10300,불광동,1,대지,281,134,베라체,20240116,27800,28.15,9.43,9,,,2021,연립다세대,직거래,
